"","Political identification","Gender","Age","Education","Race","pai (x-coord)","psi (y-coord)"
"583","Very liberal","Male","Middle-aged","High","White",0.999450839501037,0.574295541901259
"584","Conservative","Male","Middle-aged","High","White",0.998448533042956,0.67131603042084
"585","Very conservative","Female","Old","Low","White",0.962132312343078,0.8417190539692
"586","Moderate","Female","Old","High","White",0.998698362881645,0.789875064170791
"587","Very conservative","Male","Middle-aged","Moderate","White",0.992198994880675,0.726974618325622
"588","Very conservative","Male","Old","Low","White",0.993856780139771,0.764314344269519
"589","Conservative","Male","Old","Moderate","White",0.996190246268476,0.733274210435054
"590","Moderate","Male","Old","Moderate","White",0.997294572649145,0.726080654611351
"591","Moderate","Male","Old","Moderate","White",0.997810655389882,0.702620037013304
"592","Very liberal","Male","Middle-aged","Moderate","White",0.994089991690296,0.653612663548428
"593","Moderate","Female","Middle-aged","Low","White",0.940041986585074,0.799946336822357
"594","Moderate","Male","Old","Moderate","White",0.997891547427455,0.704048134053362
"595","Moderate","Male","Old","Low","White",0.994128032808581,0.728531489381492
"596","Moderate","Male","Old","Low","Hispanic",0.989099957419493,0.753148020660213
"597","Conservative","Female","Old","Moderate","White",0.994280945991623,0.811631397763668
"598","Very liberal","Male","Old","Low","White",0.997888119747592,0.726282200816826
"599","Conservative","Female","Old","Low","White",0.97740365153681,0.841419100271777
"600","Conservative","Female","Old","Moderate","White",0.993101791310617,0.806343537590936
"601","Conservative","Female","Old","Low","White",0.969683552596652,0.833975768945122
"602","Conservative","Female","Middle-aged","Low","White",0.925673525431774,0.808913085110653
"603","Liberal","Female","Old","High","White",0.998868861214571,0.749771163602943
"604","Conservative","Female","Middle-aged","Moderate","Hispanic",0.95750993446773,0.815317278134716
"605","Very liberal","Male","Old","High","White",0.999402274777602,0.643603986707506
"606","Conservative","Male","Middle-aged","High","White",0.999400944874358,0.641048975117615
"607","Moderate","Male","Old","High","White",0.999767557289495,0.657676618718715
"608","Moderate","Female","Old","High","Black",0.997654022064735,0.765723464696204
"609","Liberal","Female","Old","Low","Hispanic",0.952585464876007,0.828295670849583
"610","Moderate","Female","Old","Moderate","Black",0.994026003304894,0.813760088251676
"611","Conservative","Male","Old","Moderate","White",0.996675449457302,0.707358272476612
"612","Liberal","Male","Middle-aged","High","White",0.999507688215088,0.60300495154332
"613","Very liberal","Male","Young","High","White",0.997198772760539,0.576988946605363
"614","Very liberal","Female","Middle-aged","High","Hispanic",0.993983354605008,0.718284918124033
"615","Liberal","Female","Old","High","White",0.999194273055762,0.761149307762454
"616","Conservative","Female","Middle-aged","Moderate","White",0.980413990280917,0.774654736797132
"617","Moderate","Male","Old","Moderate","White",0.998253398586154,0.711128542670102
"618","Very liberal","Female","Old","High","White",0.997842243571782,0.766436900620937
"619","Moderate","Male","Old","Low","White",0.993670713090918,0.725815795954179
"620","Liberal","Female","Middle-aged","High","White",0.998288000112601,0.735382405630963
"621","Liberal","Female","Old","High","White",0.998653571752782,0.771932997665813
"622","Very conservative","Male","Middle-aged","High","White",0.998397764792831,0.622468261301361
"623","Conservative","Male","Old","High","Black",0.999773042295915,0.706152480380211
"624","Very conservative","Female","Middle-aged","Moderate","White",0.989153121484256,0.808820216055882
"625","Conservative","Male","Middle-aged","High","Hispanic",0.995887462798358,0.651296999468364
"626","Very liberal","Female","Old","High","White",0.999293299886699,0.775135786862349
"627","Moderate","Male","Old","High","White",0.999611421734863,0.671113352835481
"628","Liberal","Male","Middle-aged","High","White",0.999507688215088,0.60300495154332
"629","Moderate","Female","Old","High","White",0.997565644704362,0.796393953873208
"630","Moderate","Male","Middle-aged","High","Asian",0.998416182446537,0.619085417779125
"631","Moderate","Male","Old","High","White",0.999053062709344,0.669306314702353
"632","Moderate","Male","Middle-aged","High","Black",0.998292821271924,0.637653870601212
"633","Very conservative","Male","Young","High","Hispanic",0.987007976131486,0.66077043076426
"634","Moderate","Female","Middle-aged","High","White",0.998146954476525,0.751473450307829
"635","Very conservative","Male","Middle-aged","High","White",0.998047667253323,0.683769047116553
"636","Moderate","Female","Old","High","White",0.998240558748168,0.780643119955122
"637","Conservative","Male","Old","Moderate","Other",0.997629595157256,0.700770729299255
"638","Liberal","Female","Middle-aged","High","White",0.99858190902748,0.741987889909081
"639","Moderate","Male","Middle-aged","High","White",0.998062619661634,0.639917847954365
"640","Moderate","Female","Middle-aged","High","Black",0.988974788123122,0.770127893333523
"641","Moderate","Male","Middle-aged","Moderate","White",0.998016584034216,0.673542406492278
"642","Liberal","Male","Old","Moderate","White",0.998663401589974,0.700716395505428
"643","Very conservative","Male","Middle-aged","High","White",0.997459050079994,0.673319493858055
"644","Moderate","Male","Old","High","White",0.999631077620772,0.706025183078583
"645","Liberal","Male","Middle-aged","High","Black",0.998323309213416,0.650949032992767
"646","Very liberal","Male","Middle-aged","Moderate","White",0.992871748307641,0.645824627622667
"647","Liberal","Female","Old","High","White",0.99925279059841,0.763629006397396
"648","Moderate","Male","Old","High","White",0.998898977437957,0.663218936362589
"649","Moderate","Male","Middle-aged","Moderate","Hispanic",0.986493500194008,0.683321023373841
"650","Very liberal","Male","Middle-aged","Moderate","White",0.995882042371484,0.633511892426508
"651","Conservative","Female","Old","Moderate","Black",0.986032107299538,0.827978611257402
"652","Liberal","Female","Old","High","White",0.998868861214571,0.749771163602943
"653","Very conservative","Female","Old","Low","White",0.959285162463129,0.839886805946879
"654","Conservative","Male","Old","Moderate","Asian",0.991338880952814,0.73933091905788
"655","Moderate","Female","Old","Low","White",0.977488560791608,0.827891227099271
"656","Conservative","Male","Young","Moderate","White",0.98719265906591,0.653892467316708
"657","Moderate","Female","Middle-aged","Moderate","White",0.987677848467051,0.798175984852745
"658","Very conservative","Female","Old","Moderate","White",0.985590294885963,0.82400131465736
"659","Very liberal","Female","Young","High","Hispanic",0.991249891819198,0.704230878547726
"660","Moderate","Male","Old","Low","White",0.995811591726535,0.740541210164071
"661","Moderate","Female","Old","High","White",0.996584721113923,0.78622320983099
"662","Conservative","Female","Old","High","White",0.99764654220824,0.812878148116062
"663","Moderate","Male","Middle-aged","Moderate","Hispanic",0.990698878982256,0.697942473743994
"664","Moderate","Female","Middle-aged","High","Hispanic",0.990846908958138,0.742082871953717
"665","Very conservative","Male","Middle-aged","Moderate","White",0.994761621353082,0.710646603825666
"666","Very liberal","Female","Old","High","White",0.999469855255207,0.756982798310785
"667","Very conservative","Male","Old","High","White",0.998660429941119,0.698378942496283
"668","Very conservative","Female","Old","High","White",0.996638168268559,0.793999592323374
"669","Conservative","Male","Old","Moderate","White",0.998082524910226,0.696178365674034
"670","Moderate","Female","Middle-aged","High","White",0.998215443137869,0.752749498067167
"671","Moderate","Female","Young","High","Black",0.974136461472066,0.741084826146538
"672","Conservative","Male","Middle-aged","Moderate","White",0.992514335761526,0.708498171536196
"673","Very liberal","Male","Young","Low","White",0.986232922459916,0.653311191427478
"674","Conservative","Female","Old","Moderate","Hispanic",0.975421576520884,0.830278524195816
"675","Conservative","Female","Old","Moderate","Hispanic",0.980751855301224,0.814485714644551
"676","Conservative","Male","Middle-aged","Moderate","White",0.994973897648619,0.691534044413076
"677","Conservative","Male","Middle-aged","Low","White",0.988441435297827,0.723533501721027
"678","Very liberal","Female","Young","High","Black",0.994473399161373,0.696515646118645
"679","Conservative","Female","Old","High","White",0.998516093895566,0.776541071112348
"680","Conservative","Male","Old","Low","White",0.992156468921636,0.766130239608478
"681","Liberal","Female","Old","High","Black",0.99894046473577,0.773814951264779
"682","Moderate","Male","Middle-aged","Moderate","White",0.996688187342579,0.686653093091659
"683","Liberal","Female","Old","Low","White",0.982034771907077,0.819616439693477
"684","Moderate","Female","Old","Moderate","White",0.995680857952161,0.8272945705444
"685","Liberal","Male","Old","High","White",0.999793225079384,0.640012984111775
"686","Conservative","Female","Old","Low","White",0.98255690513181,0.847707818453625
"687","Liberal","Male","Old","High","White",0.999793225079384,0.640012984111775
"688","Very conservative","Male","Old","Low","White",0.990855572434867,0.778557605783264
"689","Very liberal","Male","Old","Moderate","White",0.998330845468181,0.670749282546177
"690","Moderate","Female","Old","High","White",0.998173032222756,0.779468854910237
"691","Moderate","Female","Old","Low","White",0.973917118800743,0.823955236060486
"692","Conservative","Male","Old","Low","White",0.99529399447026,0.755159202860188
"693","Liberal","Male","Old","High","Hispanic",0.999516343238731,0.659853829145724
"694","Moderate","Male","Old","Low","White",0.994946421591663,0.733911970847695
"695","Moderate","Female","Middle-aged","High","White",0.994639520763794,0.772094643849692
"696","Conservative","Male","Middle-aged","High","White",0.9993034273865,0.634725315392227
"697","Conservative","Female","Old","Moderate","White",0.980951924894424,0.824474068428082
"698","Conservative","Male","Young","High","Asian",0.99161652118703,0.642887686049097
"699","Moderate","Male","Old","High","White",0.999602173749847,0.703176073983134
"700","Moderate","Male","Old","Moderate","White",0.996609603682936,0.717837809045069
"701","Liberal","Female","Old","High","White",0.999224082857276,0.762391383698455
"702","Very conservative","Female","Old","Moderate","White",0.995905165759602,0.834838457271155
"703","Liberal","Female","Middle-aged","Low","White",0.951777501291026,0.790667710447057
"704","Conservative","Male","Old","Low","White",0.993151874960607,0.742284704774693
"705","Moderate","Male","Middle-aged","High","White",0.99798827768071,0.63833925828621
"706","Very liberal","Female","Middle-aged","High","White",0.998017308194722,0.710262195561761
"707","Very conservative","Male","Middle-aged","High","White",0.999300741173689,0.657148497402336
"708","Moderate","Male","Old","Moderate","White",0.99745492108889,0.696868157260589
"709","Conservative","Male","Old","Moderate","White",0.997030174091618,0.711590467106448
"710","Very liberal","Female","Middle-aged","High","White",0.998090579423133,0.711668653232134
"711","Conservative","Male","Old","High","Hispanic",0.996883415384518,0.696089057046818
"712","Liberal","Male","Middle-aged","High","Hispanic",0.994358429777558,0.627871032009752
"713","Moderate","Female","Young","High","Black",0.981444845555135,0.752727684427612
"714","Conservative","Male","Middle-aged","High","White",0.997270943917081,0.648278062507102
"715","Conservative","Male","Middle-aged","High","White",0.9993034273865,0.634725315392227
"716","Very liberal","Male","Young","Moderate","White",0.995031352122106,0.625530843869378
"717","Liberal","Female","Old","Moderate","White",0.996383651642013,0.793579340512993
"718","Liberal","Male","Old","High","White",0.999662361106464,0.619268514031077
"719","Very conservative","Male","Old","High","White",0.999462955870177,0.667860154398879
"720","Moderate","Female","Old","High","White",0.998906498230968,0.76893482510591
"721","Moderate","Female","Old","Moderate","White",0.993624399595952,0.792825678433931
"722","Moderate","Female","Young","Moderate","White",0.981880288210635,0.759584409276917
"723","Liberal","Female","Middle-aged","High","White",0.995574001702557,0.760664907781227
"724","Conservative","Female","Middle-aged","Moderate","White",0.977608818267411,0.796326993686806
"725","Conservative","Male","Middle-aged","High","White",0.999248872472051,0.631545811951095
"726","Moderate","Female","Old","High","Black",0.993469307619782,0.786650719485148
"727","Liberal","Female","Old","High","White",0.997574980140115,0.780029295295865
"728","Liberal","Male","Middle-aged","High","Black",0.998902481132241,0.597045530662928
"729","Very conservative","Female","Middle-aged","Moderate","White",0.973958437211356,0.807552829595631
"730","Moderate","Female","Old","Moderate","Hispanic",0.981777084758303,0.824087064913666
"731","Liberal","Female","Old","Moderate","White",0.989955687220469,0.812627193817507
"732","Conservative","Male","Young","High","White",0.994632145651887,0.619701490615725
"733","Moderate","Male","Old","High","White",0.999821498904057,0.668380102180231
"734","Conservative","Female","Old","Low","Hispanic",0.936476576623237,0.847481304829845
"735","Very conservative","Female","Old","Low","White",0.963483206241337,0.842628775739179
"736","Liberal","Male","Middle-aged","High","Hispanic",0.997301390281144,0.623373693123737
"737","Moderate","Male","Middle-aged","High","White",0.999129975949757,0.601904531485256
"738","Moderate","Male","Middle-aged","Low","White",0.989313312809331,0.7063403790803
"739","Liberal","Male","Middle-aged","Moderate","Hispanic",0.987036461571286,0.663258804885749
"740","Conservative","Male","Old","Low","White",0.993880251334788,0.746193029505327
"741","Conservative","Male","Middle-aged","Moderate","White",0.993705081229075,0.682705908119528
"742","Moderate","Female","Old","High","Hispanic",0.995675170703621,0.767403688138095
"743","Liberal","Male","Old","Moderate","White",0.997304944802536,0.706149845108645
"744","Very conservative","Male","Middle-aged","Moderate","White",0.988924812947291,0.681709798081725
"745","Liberal","Female","Middle-aged","Low","White",0.969909188860711,0.80501382616632
"746","Moderate","Female","Middle-aged","High","White",0.996787006321818,0.761316233789531
"747","Conservative","Female","Old","High","White",0.996303867882232,0.800063230722622
"748","Conservative","Male","Middle-aged","Low","White",0.987546780691199,0.720786971984249
"749","Moderate","Female","Old","High","White",0.99846504027946,0.757809549879569
"750","Liberal","Female","Young","High","White",0.99027723214774,0.733528274124092
"751","Liberal","Female","Old","Moderate","White",0.995797028185928,0.789058596748913
"752","Conservative","Female","Old","Low","White",0.972839790573226,0.836799296578505
"753","Conservative","Male","Middle-aged","High","White",0.998327135688405,0.668288577300845
"754","Conservative","Male","Old","Low","Hispanic",0.980169669893361,0.751015192367945
"755","Moderate","Female","Middle-aged","High","Hispanic",0.994160284698733,0.757487577125342
"756","Liberal","Male","Middle-aged","High","White",0.999607381672729,0.61279291419248
"757","Very conservative","Male","Old","High","White",0.998256234437479,0.688192009656099
"758","Liberal","Female","Middle-aged","Moderate","Hispanic",0.981591035251386,0.784169107589469
"759","Very conservative","Female","Old","High","White",0.997986587513775,0.783967278798859
"760","Liberal","Female","Middle-aged","Moderate","White",0.980107755732759,0.766362978691732
"761","Moderate","Female","Old","Low","White",0.982622794517652,0.834610962302453
"762","Liberal","Male","Old","High","White",0.999720391611841,0.627303509575115
"763","Conservative","Male","Middle-aged","Moderate","White",0.995613330601797,0.663424039040408
"764","Conservative","Female","Old","High","Other",0.997945979389092,0.776761838695856
"765","Moderate","Female","Old","Moderate","White",0.991517639780865,0.808976900040383
"766","Conservative","Male","Middle-aged","Moderate","White",0.996987832660684,0.678531970392588
"767","Liberal","Female","Old","Moderate","Asian",0.989466470249818,0.815478670085479
"768","Conservative","Female","Middle-aged","Low","White",0.937655046704306,0.814146954498195
"769","Very conservative","Male","Old","Moderate","White",0.996904473973152,0.729945621559068
"770","Conservative","Male","Old","Moderate","White",0.995402931071089,0.726527864259166
"771","Moderate","Male","Old","Moderate","White",0.995420522158554,0.706616446306128
"772","Moderate","Female","Middle-aged","High","White",0.99708893797521,0.735819954395418
"773","Moderate","Female","Old","Moderate","White",0.984234714546017,0.815041943713713
"774","Conservative","Male","Old","High","White",0.999711523294369,0.703922954243178
"775","Conservative","Female","Middle-aged","Moderate","White",0.978911252853934,0.772256209265673
"776","Moderate","Female","Middle-aged","Moderate","White",0.987210124152822,0.797071178777906
"777","Very conservative","Male","Middle-aged","Moderate","White",0.994353366409536,0.707823748768054
"778","Moderate","Male","Old","High","White",0.999743377123097,0.68751178183184
"779","Moderate","Male","Middle-aged","High","Black",0.996000731409875,0.637346215521539
"780","Conservative","Male","Old","Moderate","White",0.998221641696137,0.699065897595927
"781","Conservative","Female","Old","Low","White",0.968554546744816,0.833025938452223
"782","Moderate","Male","Middle-aged","Low","White",0.991134274990076,0.713388272510489
"783","Moderate","Male","Old","High","White",0.999530786009618,0.663516230325946
"784","Conservative","Female","Old","High","White",0.998459125955834,0.775351166184751
"785","Very conservative","Male","Middle-aged","Moderate","White",0.992828621022979,0.665451634452671
"786","Very conservative","Female","Old","High","Other",0.997213605141378,0.78418274865924
"787","Liberal","Female","Young","High","White",0.995447090979179,0.699339185242467
"788","Conservative","Female","Young","Moderate","White",0.974643987947548,0.766181443841527
"789","Moderate","Female","Middle-aged","Low","White",0.966298941394861,0.8168975414827
"790","Moderate","Male","Old","High","White",0.99983447045232,0.671407130698078
"791","Moderate","Female","Middle-aged","High","White",0.994639520763794,0.772094643849692
"792","Liberal","Female","Middle-aged","High","White",0.998009672162143,0.730020719608113
"793","Very liberal","Male","Middle-aged","High","White",0.999361438945326,0.567589137342681
"794","Moderate","Male","Old","Low","White",0.994128032808581,0.728531489381492
"795","Moderate","Male","Old","High","White",0.999697319881893,0.646810221009714
"796","Moderate","Male","Old","Moderate","White",0.99804449287777,0.706892361698961
"797","Conservative","Female","Middle-aged","High","Hispanic",0.979746709412983,0.788597658046631
"798","Very conservative","Male","Old","High","White",0.999115042069051,0.713997253137958
"799","Conservative","Female","Old","High","White",0.996015327020393,0.797864577584821
"800","Conservative","Female","Old","Low","White",0.979772917426514,0.844139698814843
"801","Liberal","Female","Old","Moderate","White",0.995295707983728,0.785620711797505
"802","Conservative","Male","Old","Moderate","White",0.996798150560647,0.708773046606177
"803","Moderate","Male","Young","High","White",0.998731726026546,0.585395831684458
"804","Conservative","Female","Old","Low","White",0.979772917426514,0.844139698814843
"805","Liberal","Female","Middle-aged","Moderate","Hispanic",0.96846459369462,0.793073558160853
"806","Moderate","Female","Young","High","White",0.995760375762628,0.722302493086954
"807","Very liberal","Female","Young","High","White",0.995357029772442,0.709988150918217
"808","Moderate","Male","Middle-aged","Low","White",0.992075533907691,0.7175680804546
"809","Very conservative","Female","Young","High","White",0.982808932298795,0.769261015595914
"810","Liberal","Female","Old","Low","White",0.98331872710344,0.821631388230433
"811","Conservative","Male","Old","High","White",0.999503883083379,0.648884931607952
"812","Moderate","Female","Middle-aged","Moderate","White",0.984378848956562,0.764548335095314
"813","Moderate","Female","Middle-aged","High","Black",0.995717984246595,0.745510587113827
"814","Moderate","Male","Old","Low","White",0.994946421591663,0.733911970847695
"815","Very liberal","Male","Young","High","White",0.998148510272543,0.595250049917941
"816","Very liberal","Female","Middle-aged","High","Hispanic",0.996165745375086,0.73460266874271
"817","Moderate","Male","Middle-aged","Moderate","White",0.995850330569452,0.677750361119468
"818","Conservative","Male","Middle-aged","Low","White",0.986583818045521,0.718023790703221
"819","Liberal","Female","Old","High","White",0.998312096292612,0.764622654830424
"820","Moderate","Female","Middle-aged","Low","White",0.966298941394861,0.8168975414827
"821","Liberal","Male","Young","Moderate","Hispanic",0.975664279478407,0.636798962034427
"822","Very conservative","Male","Old","Low","White",0.988397348019331,0.74271483352859
"823","Conservative","Male","Old","Moderate","White",0.995402931071089,0.726527864259166
"824","Moderate","Female","Old","High","White",0.996318024208254,0.783913467451527
"825","Moderate","Male","Young","Moderate","Hispanic",0.969555952644332,0.649877684226832
"826","Moderate","Female","Old","High","Black",0.998056557770634,0.771806584942754
"827","Moderate","Male","Old","High","Hispanic",0.999145265616509,0.658821829941787
"828","Conservative","Female","Middle-aged","High","White",0.995581168671718,0.740224784190977
"829","Liberal","Male","Old","Moderate","White",0.997094325715625,0.703301436472554
"830","Conservative","Female","Old","High","White",0.995192037866773,0.792289159010691
"831","Moderate","Female","Old","Moderate","White",0.994382677538541,0.820341560380091
"832","Liberal","Male","Old","Moderate","White",0.998193323321641,0.68910902348887
"833","Very liberal","Female","Middle-aged","Low","White",0.970021395948468,0.789158562976198
"834","Liberal","Male","Old","High","White",0.99950307524825,0.673340433738141
"835","Moderate","Female","Middle-aged","Low","White",0.970882328015149,0.820957039322861
"836","Liberal","Female","Middle-aged","High","Asian",0.991966239904398,0.773571590921809
"837","Moderate","Male","Young","High","White",0.996956598097842,0.620783710030426
"838","Liberal","Male","Middle-aged","Moderate","White",0.997558323930638,0.677258819467573
"839","Moderate","Male","Middle-aged","Moderate","White",0.996928154853315,0.689590789051473
"840","Moderate","Male","Middle-aged","High","Black",0.997637907467939,0.659189534657953
"841","Very conservative","Male","Middle-aged","Moderate","White",0.99147350710414,0.692013731619062
"842","Moderate","Female","Old","High","White",0.997709963819791,0.772328820532261
"843","Very liberal","Male","Middle-aged","High","White",0.999509579828023,0.57930760682519
"844","Conservative","Male","Young","High","Hispanic",0.988850076585618,0.644749043088646
"845","Moderate","Female","Middle-aged","High","White",0.996977346620396,0.734487352463591
"846","Conservative","Male","Old","Low","Hispanic",0.968453416854652,0.763352043948845
"847","Conservative","Female","Old","Moderate","White",0.992938711502372,0.828590040690888
"848","Conservative","Male","Middle-aged","Low","White",0.990409521193187,0.730326297844832
"849","Moderate","Female","Middle-aged","High","White",0.995720800763691,0.779239923080429
"850","Moderate","Male","Middle-aged","High","Black",0.998669818084317,0.6123065723692
"851","Moderate","Female","Old","High","Hispanic",0.992045675444454,0.800517311510689
"852","Very liberal","Female","Middle-aged","High","White",0.997514867808957,0.701738874856035
"853","Very liberal","Male","Middle-aged","High","White",0.99957824894709,0.585964842420876
"854","Liberal","Female","Old","High","White",0.999097800788025,0.757396413466405
"855","Very conservative","Male","Middle-aged","Moderate","White",0.994353366409536,0.707823748768054
"856","Conservative","Male","Old","Moderate","White",0.995227018460177,0.725165897336002
"857","Conservative","Female","Old","Low","White",0.98319189988862,0.848589311375134
"858","Moderate","Female","Old","High","White",0.996176994295321,0.782751837230547
"859","Moderate","Male","Old","High","White",0.999433426665455,0.655833614246654
"860","Very liberal","Male","Middle-aged","Low","Hispanic",0.970603684793664,0.675800095310725
"861","Moderate","Female","Middle-aged","High","White",0.993030542270185,0.763554469939451
"862","Moderate","Male","Old","High","Hispanic",0.997869014987114,0.689785353206546
"863","Very liberal","Female","Young","Moderate","White",0.977860359747376,0.744460804676488
"864","Liberal","Female","Middle-aged","High","White",0.998412232962707,0.738037543970583
"865","Very conservative","Male","Middle-aged","Moderate","White",0.990461427672072,0.687620372818653
"866","Liberal","Female","Middle-aged","Low","White",0.976730916388002,0.81242440006495
"867","Very conservative","Male","Middle-aged","High","White",0.99693313581235,0.665747950810395
"868","Conservative","Female","Middle-aged","Low","White",0.959435329113933,0.826255210235466
"869","Liberal","Female","Old","High","Black",0.996563758386387,0.789703131506605
"870","Moderate","Female","Middle-aged","High","White",0.996122536206883,0.755042220175495
"871","Liberal","Male","Young","Moderate","White",0.995961961052292,0.621551624353105
"872","Liberal","Female","Middle-aged","High","Hispanic",0.993960276441017,0.737698384085693
"873","Liberal","Female","Old","High","White",0.996960789309229,0.772902119464285
"874","Very liberal","Non-binary","Young","High","Asian",0.977474797159751,0.812069452079341
"875","Moderate","Female","Middle-aged","Moderate","Hispanic",0.955510366247605,0.772755505605266
"876","Conservative","Female","Old","Moderate","White",0.990823935081177,0.821677943440481
"877","Moderate","Female","Old","Low","White",0.973917118800743,0.823955236060486
"878","Very conservative","Male","Old","Moderate","White",0.99645257691316,0.754555336704085
"879","Very conservative","Male","Old","High","Other",0.998659987867227,0.678388142775379
"880","Liberal","Female","Middle-aged","High","White",0.996549320967726,0.740419643952514
"881","Moderate","Male","Middle-aged","Moderate","White",0.996150773093092,0.680732714098006
"882","Moderate","Male","Old","High","Black",0.99896867650572,0.692164735500076
"883","Moderate","Female","Old","Low","White",0.97909051067888,0.829832933923729
"884","Conservative","Female","Old","Low","White",0.968554546744816,0.833025938452223
"885","Liberal","Male","Middle-aged","High","White",0.997756371928901,0.610534733806605
"886","Very conservative","Female","Old","Low","White",0.978932225217193,0.855768901384584
"887","Conservative","Male","Middle-aged","Moderate","White",0.99550935733918,0.695896703500066
"888","Very liberal","Male","Middle-aged","High","White",0.999160798785391,0.629353051233024
"889","Moderate","Male","Old","Moderate","White",0.995420522158554,0.706616446306128
"890","Conservative","Female","Middle-aged","High","White",0.993509025029409,0.783134158503435
"891","Conservative","Male","Middle-aged","Low","White",0.989665607445741,0.727621846374441
"892","Moderate","Male","Middle-aged","Moderate","Hispanic",0.988631010062834,0.656381489975079
"893","Liberal","Male","Young","High","White",0.998378493660226,0.58784688604902
"894","Moderate","Male","Middle-aged","Low","Black",0.984909130625501,0.718083655929107
"895","Liberal","Female","Young","High","White",0.990977519918963,0.736195342699862
"896","Very liberal","Female","Young","Moderate","Hispanic",0.949692095013491,0.760697402873531
"897","Moderate","Female","Middle-aged","High","White",0.99502719004587,0.774494376068677
"898","Moderate","Female","Old","High","White",0.999023406508366,0.772562827474247
"899","Liberal","Male","Old","High","White",0.999532588915242,0.641282176374665
"900","Moderate","Male","Old","High","Black",0.999133625461199,0.665609368564644
"901","Very conservative","Male","Old","High","White",0.999462955870177,0.667860154398879
"902","Conservative","Male","Old","High","White",0.999465019266511,0.645759892896235
"903","Conservative","Male","Old","Moderate","White",0.996916337074896,0.710183783363842
"904","Liberal","Female","Old","High","White",0.998751309741918,0.77433393446736
"905","Liberal","Male","Old","High","White",0.999808250872422,0.643160705767095
"906","Moderate","Male","Old","Moderate","White",0.998755649317816,0.723616087629647
"907","Very liberal","Female","Middle-aged","High","White",0.998829930294704,0.72957709580273
"908","Conservative","Female","Old","High","White",0.998165994835198,0.795864295914554
"909","Very liberal","Female","Young","Low","White",0.950198613283422,0.772773855745586
"910","Very liberal","Male","Middle-aged","Low","White",0.992135864929324,0.676184158720328
"911","Conservative","Female","Old","Low","White",0.978222086232668,0.842330223094226
"912","Very liberal","Non-binary","Young","High","Black",0.977994208940674,0.803369164393497
"913","Very liberal","Male","Middle-aged","Low","Hispanic",0.976418364629199,0.684731643791461
"914","Very liberal","Male","Middle-aged","High","White",0.998346322273952,0.600187159448141
"915","Moderate","Female","Young","Moderate","White",0.981880288210635,0.759584409276917
"916","Very conservative","Male","Middle-aged","High","White",0.998047667253323,0.683769047116553
"917","Moderate","Male","Middle-aged","Low","Black",0.986995570225501,0.723592647502284
"918","Liberal","Male","Middle-aged","High","White",0.999165380702139,0.579855783858945
"919","Conservative","Male","Old","High","White",0.998808207976834,0.681799383040772
"920","Moderate","Female","Old","Low","White",0.985567158480801,0.839280814604751
"921","Moderate","Male","Old","High","White",0.999325518296881,0.682795343171107
"922","Moderate","Female","Old","Moderate","White",0.994714696949489,0.798390360279794
"923","Conservative","Female","Old","Low","White",0.969683552596652,0.833975768945122
"924","Conservative","Male","Old","Low","White",0.991741861874928,0.73568411245988
"925","Conservative","Male","Old","Low","White",0.992619094703248,0.739657428867016
"926","Moderate","Male","Young","Moderate","White",0.994526052637447,0.63168558120899
"927","Moderate","Female","Old","Moderate","White",0.992418508847778,0.812129802935717
"928","Moderate","Male","Middle-aged","Low","White",0.982664908193399,0.687552127237458
"929","Conservative","Male","Old","High","White",0.99921270796298,0.697904841262726
"930","Conservative","Male","Middle-aged","Moderate","White",0.99613597622,0.701659124883769
"931","Liberal","Female","Old","High","White",0.998950987635778,0.752330551056222
"932","Moderate","Male","Middle-aged","High","White",0.998134219515762,0.641493417086538
"933","Very liberal","Male","Old","High","White",0.999466207000487,0.648299769096934
"934","Conservative","Male","Middle-aged","Low","White",0.98886463861192,0.724900489301343
"935","Very conservative","Male","Old","Moderate","Hispanic",0.991097674003393,0.767917768470845
"936","Moderate","Male","Middle-aged","Moderate","White",0.994263804028765,0.698031473992491
"937","Very liberal","Female","Middle-aged","Moderate","White",0.992476248514605,0.780360615446282
"938","Conservative","Female","Middle-aged","High","White",0.99217196870146,0.777265861542958
"939","Moderate","Female","Old","Low","White",0.987091771001535,0.842031210240192
"940","Moderate","Female","Old","Moderate","White",0.984809574963206,0.816071488211013
"941","Conservative","Female","Old","Moderate","White",0.993198385381055,0.829559941872575
"942","Conservative","Male","Old","High","White",0.999696152186072,0.668878554976967
"943","Liberal","Female","Old","High","White",0.999131176709029,0.758651817106262
"944","Moderate","Male","Old","High","White",0.999564874264028,0.666565507758608
"945","Moderate","Male","Young","High","White",0.995888712593716,0.607811354722861
"946","Moderate","Female","Young","Moderate","Black",0.949801325037306,0.77447390609761
"947","Conservative","Male","Middle-aged","Low","White",0.990409521193187,0.730326297844832
"948","Moderate","Male","Old","High","Black",0.998552284185186,0.678886758806331
"949","Very liberal","Male","Middle-aged","Moderate","White",0.996587584059215,0.64142034927955
"950","Moderate","Male","Young","Moderate","Hispanic",0.971706059893459,0.652985917387358
"951","Moderate","Male","Old","High","White",0.999661058590503,0.64210552983469
"952","Very liberal","Non-binary","Middle-aged","High","White",0.993383287279129,0.818706056082494
"953","Liberal","Female","Young","Low","White",0.944359186488183,0.786100387626631
"954","Conservative","Male","Old","High","White",0.999528976153074,0.685049000565168
