"","Political identification","Gender","Age","Education","Race","pai (x-coord)","psi (y-coord)"
"271","Very liberal","Female","Old","High","White",0.9994713662836,0.647903778367616
"272","Moderate","Female","Young","High","Black",0.959741781449,0.603914802689952
"273","Conservative","Male","Old","Low","White",0.992886481846191,0.700545892055433
"274","Moderate","Male","Old","Moderate","White",0.995811072421724,0.670230332573214
"275","Conservative","Male","Old","Moderate","Hispanic",0.996409546690713,0.713320017083764
"276","Moderate","Female","Old","Low","White",0.999510018881462,0.744847425154702
"277","Very conservative","Male","Old","Moderate","White",0.988687559312147,0.722464253192934
"278","Moderate","Female","Middle-aged","Moderate","White",0.99342112820425,0.667419689186836
"279","Moderate","Female","Old","Moderate","White",0.998619815423829,0.711993185679456
"280","Very conservative","Female","Middle-aged","Low","White",0.96887416014343,0.707063185997152
"281","Conservative","Male","Old","Moderate","White",0.984620590343475,0.675249312068174
"282","Moderate","Male","Old","Low","White",0.995314447142904,0.673163104780518
"283","Moderate","Male","Middle-aged","Low","White",0.963364735434554,0.609322292246713
"284","Conservative","Female","Middle-aged","Moderate","White",0.986399607482308,0.686154221249887
"285","Very conservative","Male","Old","Low","White",0.997729607316067,0.765992193047747
"286","Very conservative","Male","Old","Moderate","White",0.997617788101743,0.762288021718977
"287","Moderate","Male","Old","Moderate","White",0.996598149904247,0.676346758391289
"288","Liberal","Female","Old","Moderate","Hispanic",0.997556724118041,0.655686387388536
"289","Moderate","Female","Old","Low","White",0.994611721579315,0.679515558588957
"290","Moderate","Male","Middle-aged","High","White",0.97053078031714,0.602972394050009
"291","Very liberal","Male","Middle-aged","Moderate","Hispanic",0.948648953390431,0.500282224970027
"292","Conservative","Male","Old","Low","White",0.998160773947529,0.737039760555872
"293","Conservative","Female","Middle-aged","Low","White",0.937556630272241,0.645852281218113
"294","Very conservative","Female","Old","High","Hispanic",0.999376604737213,0.789085043664896
"295","Conservative","Male","Old","Moderate","Hispanic",0.995579026133039,0.707600241163122
"296","Liberal","Male","Middle-aged","High","Black",0.989803840976291,0.586480270161921
"297","Very liberal","Male","Old","Low","White",0.998516488420998,0.624687168853699
"298","Conservative","Female","Old","Low","White",0.997651585071187,0.739959083054717
"299","Conservative","Female","Old","Moderate","White",0.997265360019445,0.733274484251365
"300","Conservative","Female","Old","Moderate","White",0.997414599494066,0.731971900100908
"301","Liberal","Male","Middle-aged","High","White",0.960506649910533,0.541397292003422
"302","Conservative","Male","Old","Moderate","White",0.985449833731865,0.673789418876836
"303","Conservative","Male","Middle-aged","High","White",0.988348170170039,0.667916273226337
"304","Moderate","Female","Young","High","White",0.932317426249463,0.586511821810176
