"","Political identification","Gender","Age","Education","Race","pai (x-coord)","psi (y-coord)"
"147","Moderate","Male","Old","High","White",0.999998060543812,0.632821433540333
"148","Moderate","Female","Old","Low","White",0.999989919657124,0.748544063539198
"149","Liberal","Male","Old","High","White",0.999992289112069,0.603406937377899
"150","Moderate","Female","Middle-aged","High","White",0.999991023116429,0.668629962997235
"151","Liberal","Female","Old","High","White",0.999998839075005,0.728372034911371
"152","Conservative","Female","Old","Moderate","Hispanic",0.999999047756685,0.792712123696887
"153","Conservative","Male","Old","Moderate","White",0.999996030399387,0.700536200067489
"154","Conservative","Female","Old","High","Hispanic",0.999998184549507,0.727424069013967
"155","Very conservative","Male","Old","High","White",0.999997848316828,0.660428469023941
"156","Liberal","Female","Middle-aged","High","White",0.999990050080029,0.650224052466
"157","Liberal","Female","Old","Low","White",0.999998696370165,0.798226369443459
"158","Very conservative","Male","Old","Moderate","White",0.999992903057475,0.66856160696761
"159","Moderate","Female","Old","High","Black",0.999999751340874,0.767756511525141
"160","Very conservative","Male","Old","High","White",0.999993038871536,0.654046799380855
"161","Liberal","Female","Old","High","White",0.999995471309933,0.703604187723922
"162","Liberal","Female","Old","High","White",0.999998932502643,0.743749537560631
"163","Moderate","Male","Old","Moderate","White",0.99999794479561,0.676727618132935
"164","Conservative","Male","Old","High","White",0.999995846628955,0.654992967939568
"165","Liberal","Female","Old","High","White",0.999999757910209,0.757120208320281
"166","Liberal","Male","Old","High","Hispanic",0.999997955760549,0.612769020050823
"167","Moderate","Male","Old","Low","White",0.999999139860679,0.743156556286219
"168","Conservative","Male","Old","High","White",0.999995569565646,0.621772428560549
"169","Moderate","Female","Middle-aged","High","White",0.999980782000001,0.675047293591425
"170","Liberal","Male","Old","Moderate","White",0.99999689518121,0.648790078736992
"171","Very conservative","Female","Old","Moderate","White",0.999990481471768,0.737236064488783
"172","Moderate","Female","Old","High","White",0.999998972650761,0.731753681623566
"173","Moderate","Female","Old","High","White",0.999998952606695,0.744282909670569
"174","Liberal","Male","Old","High","White",0.999999234255341,0.647018924803268
"175","Very liberal","Female","Middle-aged","High","Hispanic",0.999963808287158,0.589606884802718
"176","Very liberal","Female","Young","Low","Hispanic",0.999563630268075,0.603709621105252
"177","Moderate","Female","Old","Moderate","White",0.999996243000622,0.736073923005488
"178","Moderate","Female","Old","Moderate","White",0.999991956847448,0.741689721800588
"179","Moderate","Female","Old","Low","White",0.999997079015149,0.77957178688764
"180","Conservative","Female","Old","Low","White",0.999998720524564,0.809329296352104
"181","Liberal","Male","Middle-aged","High","White",0.99999258141425,0.572010503602668
"182","Very conservative","Female","Old","High","White",0.999999435836743,0.784101163725929
"183","Very liberal","Non-binary","Young","High","White",0.999922865286416,0.654362648989191
"184","Very liberal","Male","Old","High","White",0.999999628339997,0.654496575903153
"185","Conservative","Male","Old","High","White",0.999999233780279,0.677254819453208
"186","Liberal","Male","Old","High","White",0.999999587798493,0.666437542751516
"187","Conservative","Female","Old","High","White",0.9999949757548,0.728175291551862
"188","Conservative","Male","Old","Moderate","White",0.999998462219535,0.71387397897451
"189","Conservative","Male","Old","Moderate","White",0.999997472753094,0.685177059771216
"190","Moderate","Male","Old","Low","White",0.999998035730553,0.72062549814617
"191","Liberal","Female","Middle-aged","High","White",0.999972067956969,0.616905037571013
"192","Very liberal","Female","Old","Low","White",0.999999154114176,0.785878686882851
"193","Moderate","Male","Old","High","White",0.999998716594522,0.646062704780512
"194","Moderate","Male","Middle-aged","High","White",0.999987076437,0.602405173088187
"195","Moderate","Female","Old","High","White",0.999996454592824,0.696614500205836
"196","Conservative","Male","Middle-aged","Moderate","White",0.999986563068192,0.648563505323611
"197","Very liberal","Female","Middle-aged","High","White",0.999942487952692,0.576471745600886
"198","Liberal","Male","Middle-aged","Moderate","White",0.999986828380379,0.601734224446169
"199","Moderate","Male","Old","Moderate","White",0.999998749448433,0.705864095720563
"200","Very liberal","Male","Old","High","White",0.999999151252793,0.628080334156529
"201","Conservative","Male","Middle-aged","Moderate","Hispanic",0.999933365382744,0.59377211361743
"202","Liberal","Female","Old","Moderate","White",0.999997514632409,0.734092511999164
"203","Very liberal","Female","Middle-aged","High","Hispanic",0.999970558910035,0.596537581904453
"204","Moderate","Female","Old","High","White",0.99999240983168,0.702730828703661
"205","Very conservative","Male","Old","Moderate","White",0.999991821318275,0.693588483982482
"206","Very conservative","Female","Middle-aged","Moderate","White",0.999981620914166,0.745569245491852
"207","Liberal","Female","Old","High","White",0.999997843356881,0.710995409230073
"208","Moderate","Male","Middle-aged","Low","White",0.999974063106341,0.643040734522425
"209","Very liberal","Male","Middle-aged","Moderate","White",0.999929993720215,0.54491574283027
"210","Very liberal","Male","Middle-aged","Moderate","Hispanic",0.999939955994875,0.547631474649846
"211","Very liberal","Male","Young","Moderate","Asian",0.999877960689358,0.523739986435768
"212","Moderate","Female","Old","Low","White",0.999999439900931,0.816516129169445
"213","Very liberal","Male","Young","Moderate","Hispanic",0.999909265449222,0.533367482568325
"214","Very liberal","Female","Old","High","White",0.999998448453142,0.692296590517211
"215","Moderate","Male","Old","High","Black",0.99999717873734,0.650674189768917
"216","Conservative","Female","Old","High","White",0.999994429429417,0.725323794727977
"217","Very liberal","Male","Young","High","Hispanic",0.99989675746695,0.461502694592986
"218","Liberal","Male","Old","Moderate","White",0.999996183246313,0.64221863244377
"219","Moderate","Male","Middle-aged","Moderate","White",0.999979700804422,0.619560313237027
"220","Very liberal","Male","Young","High","White",0.999794400040445,0.457047081834907
"221","Moderate","Female","Middle-aged","Moderate","Black",0.999992054226023,0.714280728162844
"222","Moderate","Male","Middle-aged","Moderate","Hispanic",0.999934660757259,0.561476963152156
"223","Conservative","Male","Old","High","White",0.999996952708965,0.664661473459567
"224","Moderate","Female","Old","High","Hispanic",0.999997428893408,0.731161885654874
"225","Conservative","Female","Old","Low","White",0.999999311256276,0.822271452135211
"226","Conservative","Male","Old","Moderate","White",0.999998145782445,0.69439435393631
"227","Liberal","Male","Young","Moderate","White",0.999708666027318,0.495480198117057
"228","Moderate","Male","Old","High","Hispanic",0.999997103078385,0.648652916612984
"229","Moderate","Male","Young","Moderate","White",0.999822653934475,0.546400903193364
"230","Very conservative","Male","Middle-aged","High","White",0.999920244093719,0.540568671872803
"231","Conservative","Male","Middle-aged","High","White",0.999898126751424,0.548825039999258
"232","Moderate","Female","Young","Moderate","White",0.999860748298667,0.627869910493868
"233","Moderate","Male","Old","Low","Black",0.999992282617589,0.679617816714186
"234","Liberal","Male","Old","High","White",0.999998422798174,0.623738469574482
