"","Political identification","Gender","Age","Education","Race","pai (x-coord)","psi (y-coord)"
"1227","Conservative","Female","Old","Low","White",0.976588156557725,0.817099532080051
"1228","Liberal","Male","Old","High","White",0.994863802366216,0.772349129068515
"1229","Moderate","Female","Old","Low","White",0.99334286781306,0.828192421559059
"1230","Moderate","Female","Old","High","Hispanic",0.992234751767501,0.812649225456013
"1231","Moderate","Female","Old","High","Black",0.994092156850479,0.801454450850183
"1232","Very conservative","Female","Old","Moderate","White",0.981423605236739,0.808778153142724
"1233","Very conservative","Female","Middle-aged","High","White",0.975091249781465,0.782403217075834
"1234","Conservative","Female","Old","High","White",0.990528232150954,0.783658252303125
"1235","Conservative","Male","Old","Moderate","Asian",0.897228676082741,0.802141214722344
"1236","Moderate","Male","Old","High","Hispanic",0.959188640531887,0.788252108942508
"1237","Moderate","Male","Middle-aged","High","Hispanic",0.946097771800646,0.776564548171264
"1238","Liberal","Male","Old","Moderate","White",0.984965197089467,0.790133482713606
"1239","Liberal","Female","Middle-aged","High","White",0.986161792431871,0.77155352334069
"1240","Moderate","Female","Middle-aged","High","Black",0.983471727643391,0.803731730556216
"1241","Very conservative","Male","Old","High","White",0.940457319929276,0.766083274645104
"1242","Moderate","Male","Old","Low","White",0.977099413967247,0.803266876374609
"1243","Very liberal","Female","Old","High","White",0.997557462023206,0.790650744932695
"1244","Liberal","Male","Old","High","White",0.99333665351691,0.768843416926127
"1245","Liberal","Male","Old","High","White",0.991359380232274,0.765300123762722
"1246","Liberal","Female","Old","High","White",0.997982828927531,0.796385878652935
"1247","Moderate","Male","Old","Moderate","Hispanic",0.946892574969798,0.807392611985133
"1248","Conservative","Male","Old","High","Hispanic",0.91146243050102,0.78900418069522
"1249","Very conservative","Female","Old","Moderate","White",0.97202745346308,0.803822718875445
"1250","Moderate","Female","Old","High","Black",0.994986044066547,0.817724767694031
"1251","Very liberal","Female","Middle-aged","High","White",0.996092534090176,0.78468084517922
"1252","Moderate","Male","Old","Moderate","Black",0.960312592396865,0.803778845321004
"1253","Moderate","Male","Middle-aged","Moderate","White",0.949306561561452,0.769379705218118
"1254","Moderate","Female","Middle-aged","Low","White",0.98219614636657,0.817202912387013
"1255","Very liberal","Female","Old","High","Black",0.996786014302192,0.802304413800541
"1256","Moderate","Female","Old","Moderate","White",0.99648861966054,0.814859377883946
"1257","Moderate","Male","Middle-aged","High","White",0.966537694416893,0.749880733165661
"1258","Moderate","Female","Old","High","White",0.999156076898432,0.810063664033514
"1259","Conservative","Female","Old","Low","White",0.983655849119159,0.821212344826916
"1260","Liberal","Female","Old","Low","White",0.993790612048191,0.826022653431064
"1261","Moderate","Male","Old","Moderate","White",0.969339071115722,0.776341992129519
"1262","Very conservative","Male","Old","High","White",0.975742372856067,0.762062329705197
"1263","Moderate","Female","Old","High","White",0.997040434623086,0.794983794021428
"1264","Conservative","Male","Old","High","White",0.984650982795858,0.773020050251598
"1265","Liberal","Female","Old","Moderate","White",0.994189415620491,0.805823516174518
"1266","Moderate","Female","Old","Moderate","White",0.991489903645714,0.804470463217623
"1267","Very liberal","Female","Middle-aged","High","White",0.994699209874011,0.796256156011507
"1268","Conservative","Female","Old","Low","White",0.99208125279608,0.82922025187136
"1269","Conservative","Male","Old","Moderate","Hispanic",0.928985404409373,0.799573585815487
"1270","Liberal","Female","Old","High","White",0.995585801360377,0.786568302686786
"1271","Conservative","Male","Old","Moderate","Hispanic",0.956681784718242,0.805854354942182
"1272","Conservative","Female","Middle-aged","High","White",0.974980432918414,0.786751367430155
"1273","Moderate","Female","Old","High","White",0.995013682862449,0.788443675723497
"1274","Liberal","Male","Middle-aged","High","Asian",0.941851393994491,0.763653571531528
"1275","Conservative","Male","Old","High","White",0.979710030698715,0.777382663518629
"1276","Very conservative","Male","Old","High","White",0.927586741442043,0.763228243179697
"1277","Moderate","Male","Old","Low","White",0.97330753798078,0.801379715071211
"1278","Conservative","Female","Middle-aged","High","White",0.982902925584638,0.783867948041712
"1279","Conservative","Female","Old","Low","White",0.987373504895584,0.82410553302009
"1280","Very liberal","Male","Old","Moderate","White",0.991886778087225,0.802033539200632
"1281","Moderate","Female","Old","High","White",0.993858848330569,0.785785246675867
"1282","Moderate","Female","Middle-aged","High","White",0.990692935521301,0.780395750001526
"1283","Conservative","Male","Old","High","Black",0.958135909298113,0.783586240842152
"1284","Very liberal","Male","Old","High","White",0.984322550556947,0.770108649507349
"1285","Moderate","Female","Old","High","White",0.992877321750283,0.799232617128522
"1286","Very liberal","Female","Middle-aged","High","White",0.991900215848478,0.775150776333359
"1287","Moderate","Female","Old","High","Hispanic",0.98993381499529,0.809611132897534
"1288","Moderate","Male","Old","High","Hispanic",0.96829223396202,0.791543277185443
"1289","Very liberal","Female","Old","Low","White",0.997614157560964,0.833404569423737
"1290","Moderate","Female","Old","Low","White",0.986934004752191,0.820731083058378
"1291","Liberal","Female","Old","High","White",0.997092230554285,0.791846718953893
"1292","Liberal","Female","Old","High","White",0.995100775077541,0.785233561665339
"1293","Moderate","Female","Old","High","Hispanic",0.988241483525251,0.807770265094563
"1294","Conservative","Male","Old","Moderate","White",0.968808374769673,0.779647713432529
"1295","Conservative","Male","Old","High","White",0.954315096387116,0.766207240083918
"1296","Liberal","Female","Old","High","White",0.996254543928015,0.803759808010537
"1297","Liberal","Male","Middle-aged","High","White",0.972567845771699,0.757600406275773
"1298","Moderate","Male","Old","High","White",0.987998869501987,0.764462403479103
"1299","Moderate","Male","Old","High","White",0.976745582561607,0.771964967210944
"1300","Moderate","Male","Old","High","White",0.976051809482666,0.763254716304445
"1301","Moderate","Male","Old","High","Black",0.977442015768588,0.772317830531865
"1302","Liberal","Male","Old","High","Hispanic",0.977536748978334,0.784831009775253
"1303","Moderate","Male","Old","Moderate","White",0.972303536432719,0.777716349999426
"1304","Conservative","Male","Old","High","White",0.962343091465747,0.751976821964375
"1305","Moderate","Male","Middle-aged","Moderate","White",0.944022348003292,0.767969180986599
"1306","Conservative","Male","Old","High","White",0.970126039905222,0.763845880299459
"1307","Very conservative","Male","Old","High","White",0.946058837806031,0.767501792563661
"1308","Liberal","Male","Middle-aged","High","White",0.972567845771699,0.757600406275773
"1309","Liberal","Female","Old","Low","Black",0.994890531878971,0.840948329820865
"1310","Moderate","Female","Old","High","White",0.994170351703997,0.78645212444719
"1311","Moderate","Female","Old","High","White",0.99167569265084,0.797316521803453
"1312","Conservative","Female","Old","Moderate","Black",0.983672088616214,0.814233337976109
"1313","Very conservative","Male","Old","Low","White",0.900187414733785,0.790856414627674
"1314","Very liberal","Female","Old","High","White",0.9982148856596,0.794562565736196
"1315","Very conservative","Male","Old","High","White",0.953536821375802,0.769618303710808
"1316","Moderate","Male","Old","High","White",0.986395837233484,0.771047655082957
"1317","Moderate","Female","Old","Moderate","White",0.993953901855567,0.815643125705339
"1318","Moderate","Male","Old","High","White",0.973477593394776,0.761818327574124
"1319","Very liberal","Male","Middle-aged","High","White",0.967909057227016,0.7601307728399
"1320","Moderate","Male","Old","High","White",0.985243493383981,0.761593745325438
"1321","Very liberal","Male","Middle-aged","High","White",0.958388310300391,0.738824072681123
"1322","Very conservative","Male","Old","High","White",0.953187907382664,0.752587018713673
"1323","Liberal","Female","Old","High","White",0.995585801360377,0.786568302686786
"1324","Conservative","Male","Old","Low","White",0.968369864974521,0.802529704694217
"1325","Very conservative","Female","Old","Low","White",0.984203851542591,0.824579672043859
"1326","Moderate","Male","Middle-aged","High","White",0.901249235961986,0.733160580792791
"1327","Moderate","Male","Old","High","White",0.980910816895302,0.757974307119805
"1328","Conservative","Female","Middle-aged","High","White",0.985352214618335,0.785877037799143
"1329","Conservative","Male","Old","High","White",0.962343091465747,0.751976821964375
"1330","Very liberal","Female","Middle-aged","High","Asian",0.978129797829355,0.801162437923681
"1331","Conservative","Female","Middle-aged","High","Black",0.971930982273538,0.800474032173651
"1332","Conservative","Female","Middle-aged","High","Hispanic",0.973553923401336,0.808469857810406
"1333","Liberal","Female","Middle-aged","High","White",0.991317350572052,0.777784316487642
"1334","Conservative","Female","Middle-aged","High","White",0.980632553784168,0.790059648973216
"1335","Conservative","Female","Old","High","White",0.990528232150954,0.783658252303125
"1336","Liberal","Female","Middle-aged","High","White",0.986268476079411,0.787647596166817
"1337","Conservative","Male","Middle-aged","High","White",0.938486511063966,0.76191727690662
"1338","Moderate","Female","Middle-aged","High","White",0.976454395738592,0.76791595062117
"1339","Moderate","Male","Old","Low","White",0.957005506664542,0.802835257736866
"1340","Moderate","Male","Middle-aged","High","White",0.949995711565377,0.74388233449412
"1341","Moderate","Male","Old","High","White",0.971481108621999,0.769160092249436
"1342","Liberal","Male","Old","Moderate","Hispanic",0.962132239475559,0.80106242566624
"1343","Moderate","Male","Middle-aged","Moderate","White",0.94672625170973,0.768675194661425
"1344","Moderate","Male","Middle-aged","High","Hispanic",0.860301225947767,0.762499332667642
"1345","Very conservative","Female","Middle-aged","High","White",0.973212891196009,0.789285970805966
"1346","Liberal","Male","Old","High","White",0.982179713501862,0.755179891883562
"1347","Conservative","Male","Middle-aged","High","White",0.842590714211857,0.747230141345018
"1348","Liberal","Male","Old","High","White",0.986334608664956,0.775557626038272
"1349","Conservative","Male","Old","High","Hispanic",0.936920724713395,0.793589169010112
"1350","Liberal","Male","Old","High","White",0.993995275036937,0.770250216562367
"1351","Conservative","Female","Old","High","White",0.987455102243333,0.787872505724636
"1352","Conservative","Female","Old","Low","White",0.979923607602562,0.818871092300807
"1353","Moderate","Male","Old","Moderate","White",0.958800570958128,0.788244614554109
"1354","Conservative","Female","Middle-aged","High","White",0.951752554689011,0.777972788731348
"1355","Moderate","Male","Old","High","White",0.978847581631966,0.756516101108415
"1356","Very liberal","Male","Old","High","White",0.988996374974614,0.758228073570184
"1357","Moderate","Female","Old","High","White",0.992661207459875,0.791282304477314
"1358","Moderate","Male","Old","High","White",0.976745582561607,0.771964967210944
"1359","Very conservative","Female","Old","High","White",0.991566389230487,0.796249893773501
"1360","Moderate","Female","Old","Moderate","Black",0.994183620330366,0.829601916528855
"1361","Moderate","Female","Old","Moderate","Black",0.995517531790261,0.832387052147471
"1362","Liberal","Female","Middle-aged","High","White",0.993965988843851,0.782545919558087
"1363","Liberal","Male","Middle-aged","Low","White",0.885234026001513,0.778476719720026
"1364","Moderate","Male","Middle-aged","High","White",0.908350591691385,0.743362055623379
"1365","Moderate","Male","Middle-aged","High","White",0.947837889195661,0.760601328805645
"1366","Liberal","Female","Middle-aged","High","White",0.982991897009613,0.768745103598288
"1367","Very liberal","Female","Young","High","White",0.983413922928019,0.781733790680981
"1368","Liberal","Female","Old","High","White",0.996023001649984,0.78789698915214
"1369","Very liberal","Female","Old","High","White",0.996583775799751,0.794116745064831
"1370","Very conservative","Male","Old","High","White",0.927586741442043,0.763228243179697
"1371","Liberal","Male","Old","High","Hispanic",0.961019890377936,0.793165820820243
"1372","Conservative","Female","Old","Moderate","White",0.988179550821309,0.803736699540304
"1373","Moderate","Male","Old","High","Black",0.960858290497021,0.781002100347707
"1374","Conservative","Male","Middle-aged","High","White",0.913601881548757,0.756844323358921
"1375","Moderate","Female","Old","Moderate","White",0.991920592375289,0.80509359990202
"1376","Liberal","Female","Middle-aged","High","White",0.9936436352956,0.781870226662231
"1377","Very liberal","Female","Middle-aged","High","Black",0.994340885726144,0.810126123542732
"1378","Moderate","Female","Old","High","White",0.994039906000195,0.793890408130229
"1379","Liberal","Female","Middle-aged","High","White",0.98384565537599,0.769449465102906
"1380","Moderate","Male","Middle-aged","High","Hispanic",0.907971535198622,0.768903108763773
"1381","Moderate","Male","Old","High","White",0.96581019733832,0.758201216428829
"1382","Conservative","Male","Old","High","White",0.966217302610724,0.770443192882093
"1383","Moderate","Male","Middle-aged","High","White",0.925903155607452,0.737790382687649
"1384","Liberal","Male","Young","High","White",0.927108921092394,0.734070902722174
"1385","Moderate","Male","Old","High","White",0.974243973001814,0.770565539749423
"1386","Liberal","Female","Old","High","White",0.99548688434104,0.794003599618382
"1387","Conservative","Male","Middle-aged","High","White",0.946559836569708,0.746762459797421
"1388","Moderate","Male","Old","High","White",0.971481108621999,0.769160092249436
"1389","Liberal","Female","Old","High","White",0.996599240721223,0.789878665750239
"1390","Moderate","Female","Middle-aged","Moderate","White",0.985399691810605,0.805287681124944
"1391","Very conservative","Female","Old","Low","White",0.983368703859827,0.824005215746044
"1392","Conservative","Female","Old","High","White",0.987727887130166,0.780277150404488
"1393","Very conservative","Male","Middle-aged","High","White",0.840227787272321,0.750828041809715
"1394","Conservative","Male","Middle-aged","High","Hispanic",0.892285313514211,0.770187211025248
"1395","Very conservative","Female","Old","High","White",0.982979264671536,0.779477484026563
"1396","Conservative","Male","Old","High","White",0.963419118560632,0.760972061186982
"1397","Very conservative","Male","Old","High","White",0.942902066553937,0.749621098428266
"1398","Liberal","Female","Middle-aged","High","White",0.991820607740416,0.794205901119569
"1399","Very liberal","Female","Middle-aged","High","White",0.991534574179926,0.79040372849823
"1400","Moderate","Female","Old","High","White",0.993906559300262,0.801135116359211
"1401","Conservative","Female","Old","High","White",0.988934717317047,0.781634128660594
"1402","Conservative","Male","Middle-aged","High","Hispanic",0.890127019967194,0.778032133478492
"1403","Very conservative","Female","Old","High","White",0.975812160440538,0.790602242814239
"1404","Moderate","Male","Middle-aged","High","White",0.870435642722919,0.746611181139946
"1405","Very liberal","Male","Old","High","Hispanic",0.980226649051283,0.798434283558157
"1406","Moderate","Female","Middle-aged","High","Black",0.983471727643391,0.803731730556216
"1407","Moderate","Male","Middle-aged","High","White",0.910187029271194,0.734709610903326
"1408","Liberal","Male","Middle-aged","High","White",0.968968377139244,0.764318361321623
"1409","Very liberal","Female","Old","High","White",0.997973643067624,0.800525854753315
"1410","Conservative","Male","Old","High","White",0.973594886373399,0.757118737203667
"1411","Very conservative","Male","Old","High","White",0.93699456563269,0.748129288052782
"1412","Very conservative","Female","Old","High","White",0.98168456512808,0.786427519445751
"1413","Conservative","Male","Middle-aged","High","White",0.928767217937041,0.759752102018238
"1414","Very liberal","Female","Old","High","White",0.997426478125679,0.789993477609674
"1415","Conservative","Male","Middle-aged","High","White",0.932155036789619,0.760475320131117
"1416","Very liberal","Female","Old","High","Hispanic",0.995056222374606,0.811650125568025
"1417","Liberal","Female","Old","High","Black",0.993414373497229,0.804270806745951
"1418","Conservative","Male","Middle-aged","High","White",0.943847987449655,0.746011665749644
"1419","Moderate","Female","Old","High","White",0.996353276875105,0.792385907804018
"1420","Very liberal","Male","Old","High","White",0.991575561272771,0.778426532494849
"1421","Conservative","Male","Old","High","White",0.964465534054781,0.769740958825591
"1422","Moderate","Male","Middle-aged","High","White",0.944779155367406,0.742368082818966
"1423","Moderate","Male","Middle-aged","High","Hispanic",0.934840968046427,0.789778617938472
"1424","Moderate","Male","Old","High","White",0.969764563691656,0.751365617470906
"1425","Moderate","Male","Old","High","Black",0.975203878367474,0.78704631567071
"1426","Moderate","Female","Old","High","White",0.994902010986512,0.795830598747304
"1427","Moderate","Male","Middle-aged","High","White",0.952425623005471,0.7446372683053
"1428","Liberal","Female","Middle-aged","High","Hispanic",0.990608676985214,0.807261312117471
"1429","Moderate","Non-binary","Middle-aged","Low","Asian",0.992023769209229,0.854385527572939
"1430","Moderate","Male","Old","High","White",0.976566671040437,0.755051948597292
"1431","Moderate","Male","Old","High","White",0.976566671040437,0.755051948597292
"1432","Liberal","Female","Old","High","White",0.996522954376728,0.797228369297193
"1433","Moderate","Male","Middle-aged","High","White",0.957274861861711,0.763478219816845
"1434","Liberal","Male","Middle-aged","High","White",0.973359793650817,0.766455033984091
"1435","Moderate","Female","Middle-aged","High","White",0.986730061574808,0.791486576641042
"1436","Liberal","Female","Old","High","White",0.995933841763489,0.795298044904802
"1437","Liberal","Female","Old","High","White",0.996699772538716,0.797868786873795
"1438","Liberal","Male","Old","High","White",0.992980916556628,0.768137761805246
"1439","Very liberal","Male","Old","High","White",0.988501167327045,0.774294737673459
"1440","Conservative","Male","Middle-aged","High","White",0.909377683534497,0.756113657842271
"1441","Moderate","Male","Old","High","White",0.983640741112211,0.760150445908447
"1442","Liberal","Female","Middle-aged","High","White",0.993965988843851,0.782545919558087
"1443","Liberal","Male","Old","High","White",0.98549874706188,0.758101213003829
"1444","Conservative","Male","Middle-aged","Moderate","Hispanic",0.874657194037963,0.791837274295226
"1445","Moderate","Female","Old","High","White",0.992438585828739,0.783102601491455
"1446","Liberal","Female","Old","High","Black",0.996728781653633,0.805322629339959
"1447","Moderate","Male","Middle-aged","High","White",0.945187139913049,0.75987837102802
"1448","Moderate","Male","Middle-aged","High","White",0.968190679299607,0.750623913341661
"1449","Moderate","Male","Old","High","White",0.96325833007162,0.76562017347597
"1450","Moderate","Female","Middle-aged","High","White",0.986026579200489,0.790831239245738
"1451","Very liberal","Female","Middle-aged","High","White",0.996291158947207,0.78535022190943
"1452","Very conservative","Female","Old","Moderate","White",0.985209209638717,0.804252702895738
"1453","Moderate","Female","Middle-aged","High","White",0.987940692503706,0.776978170746985
"1454","Conservative","Male","Middle-aged","Moderate","White",0.911828504614652,0.765005749212877
"1455","Very conservative","Male","Middle-aged","High","White",0.878054870372354,0.755253634293818
"1456","Very liberal","Female","Middle-aged","High","White",0.994657671911304,0.78063281116672
"1457","Conservative","Male","Middle-aged","High","White",0.938486511063966,0.76191727690662
"1458","Moderate","Female","Middle-aged","High","White",0.975219847503462,0.767208321472871
"1459","Liberal","Female","Old","Moderate","Black",0.991074627736601,0.815041220119465
"1460","Conservative","Male","Middle-aged","High","White",0.879938298513814,0.751698503895472
"1461","Very liberal","Female","Middle-aged","High","White",0.988942979394247,0.770975868786141
"1462","Moderate","Male","Old","High","Black",0.975013408933051,0.770919925949707
"1463","Conservative","Male","Young","High","White",0.698407926566477,0.735056934035695
"1464","Liberal","Female","Middle-aged","High","White",0.987617024379358,0.788971366291513
"1465","Moderate","Male","Middle-aged","High","White",0.901249235961986,0.733160580792791
"1466","Liberal","Male","Middle-aged","High","White",0.971753038437557,0.748520214573211
"1467","Moderate","Male","Middle-aged","High","White",0.95508094912702,0.76276124009808
"1468","Moderate","Male","Young","Moderate","White",0.735437978261866,0.751549192884924
"1469","Liberal","Male","Old","High","White",0.988801987616078,0.761719349978512
"1470","Moderate","Female","Middle-aged","High","White",0.986626915474651,0.775600565693313
"1471","Very liberal","Non-binary","Middle-aged","High","White",0.997129144712706,0.800239802305218
"1472","Moderate","Female","Middle-aged","Moderate","White",0.984960130172902,0.797516399499677
"1473","Moderate","Male","Old","High","White",0.973477593394776,0.761818327574124
"1474","Moderate","Female","Middle-aged","High","White",0.973922297883164,0.7664991908043
"1475","Conservative","Female","Old","High","Black",0.981358917864824,0.80549358592938
"1476","Moderate","Male","Old","High","White",0.965067455529954,0.766331159865056
"1477","Very conservative","Male","Old","Moderate","Black",0.907442195093752,0.791842466424163
"1478","Conservative","Male","Middle-aged","High","White",0.938031922062528,0.744505679448471
"1479","Very liberal","Female","Middle-aged","High","White",0.995883315945933,0.784009955116038
"1480","Very conservative","Female","Middle-aged","High","White",0.923644916690362,0.775099704645634
"1481","Conservative","Male","Old","High","White",0.970126039905222,0.763845880299459
"1482","Moderate","Male","Young","High","White",0.864414164626137,0.7458600912213
"1483","Liberal","Female","Old","High","White",0.997092230554285,0.791846718953893
"1484","Moderate","Male","Old","High","Hispanic",0.958308261075007,0.795643987211196
"1485","Very conservative","Male","Old","High","White",0.948286239968842,0.751107012510482
"1486","Conservative","Male","Middle-aged","High","White",0.890570718072868,0.753176148685668
"1487","Conservative","Female","Middle-aged","High","White",0.96216530748168,0.764952047080038
"1488","Moderate","Female","Old","High","White",0.991232064455837,0.796674800370761
"1489","Very liberal","Female","Middle-aged","High","White",0.987831728492453,0.785767083654864
"1490","Liberal","Female","Old","High","White",0.997092230554285,0.791846718953893
"1491","Liberal","Male","Young","High","White",0.907970875078605,0.748239316309879
"1492","Conservative","Male","Old","High","Hispanic",0.945187549198052,0.779867912760643
"1493","Liberal","Male","Middle-aged","High","Hispanic",0.925276584530488,0.7683207647352
"1494","Conservative","Female","Young","Moderate","White",0.925427818392611,0.7878299848863
"1495","Very liberal","Male","Middle-aged","High","White",0.944302184579602,0.75208572642132
"1496","Moderate","Male","Middle-aged","High","White",0.914377053206005,0.735481967961488
"1497","Very liberal","Male","Young","High","White",0.928817171402925,0.748369632135681
"1498","Conservative","Male","Middle-aged","High","White",0.879938298513814,0.751698503895472
"1499","Moderate","Female","Middle-aged","Moderate","Hispanic",0.954046443148225,0.819933261955508
"1500","Very liberal","Male","Middle-aged","Low","White",0.942341556609747,0.784688329871793
"1501","Moderate","Male","Middle-aged","High","Black",0.96056208291254,0.76455492355045
"1502","Liberal","Female","Young","High","Asian",0.971058686541541,0.785697636385246
"1503","Conservative","Male","Middle-aged","High","White",0.868425434778566,0.750214946730713
"1504","Moderate","Female","Middle-aged","Low","White",0.940111844273413,0.802551700208521
"1505","Conservative","Male","Old","Moderate","Black",0.945135168424731,0.787801517181818
"1506","Very liberal","Female","Old","Moderate","Black",0.995197320795241,0.825840239728406
"1507","Conservative","Male","Old","High","White",0.962626442833984,0.769037220558438
"1508","Moderate","Male","Old","Moderate","Black",0.950104478183082,0.793373894858626
"1509","Conservative","Male","Old","Moderate","White",0.971206638540813,0.788584437530709
"1510","Liberal","Male","Old","High","White",0.989367250665972,0.762438497795881
"1511","Liberal","Male","Old","High","White",0.992980916556628,0.768137761805246
"1512","Moderate","Female","Old","High","White",0.99653869367471,0.793037649052119
"1513","Moderate","Male","Old","High","White",0.985674893775516,0.770346718949129
"1514","Conservative","Female","Old","High","White",0.990528232150954,0.783658252303125
"1515","Moderate","Male","Old","High","White",0.980489495130168,0.766109526376458
"1516","Moderate","Male","Middle-aged","High","White",0.936454877823565,0.757700550567029
"1517","Moderate","Female","Middle-aged","High","White",0.987672578824783,0.784656091973313
"1518","Conservative","Female","Old","High","Hispanic",0.987398678524259,0.810115340401009
"1519","Liberal","Female","Middle-aged","Moderate","White",0.96905703504155,0.792661295039286
"1520","Very conservative","Female","Old","Moderate","White",0.973986715130342,0.79729284594947
"1521","Very liberal","Female","Old","High","White",0.998267739476834,0.802419128659635
"1522","Moderate","Male","Middle-aged","High","White",0.961066692970437,0.747642351027961
"1523","Moderate","Male","Old","High","White",0.971262885694077,0.752105844129764
"1524","Conservative","Male","Old","High","White",0.970986378126263,0.772540863037805
"1525","Very conservative","Male","Old","Moderate","White",0.943741189236642,0.783128451991525
"1526","Very conservative","Male","Old","Low","White",0.946854182818735,0.799257038004046
"1527","Moderate","Male","Old","High","White",0.981057204578829,0.774745741836669
"1528","Liberal","Male","Young","High","White",0.903500444509495,0.747491420263874
"1529","Liberal","Non-binary","Middle-aged","High","White",0.995363224818551,0.812286492962372
"1530","Moderate","Female","Old","High","Black",0.993776501343203,0.800822557813571
"1531","Moderate","Female","Old","High","White",0.997333947892861,0.79627366031604
"1532","Moderate","Male","Old","High","White",0.968431473572483,0.767748630286755
"1533","Liberal","Female","Old","Moderate","White",0.997137381528686,0.821052134584296
"1534","Moderate","Female","Old","High","White",0.993906559300262,0.801135116359211
"1535","Conservative","Female","Middle-aged","High","White",0.983761076283633,0.784539157975266
"1536","Moderate","Female","Old","High","White",0.994170351703997,0.78645212444719
"1537","Conservative","Male","Old","Moderate","White",0.964733500253535,0.785927297046221
"1538","Moderate","Male","Middle-aged","High","Black",0.938281709243516,0.758068569194228
"1539","Liberal","Male","Old","High","White",0.989904271206183,0.763156150035931
"1540","Conservative","Female","Old","Moderate","White",0.99159389653503,0.814941644746942
"1541","Liberal","Male","Old","High","White",0.989982395842848,0.77967288068483
"1542","Moderate","Male","Middle-aged","High","Hispanic",0.81138863257801,0.774232516184964
"1543","Moderate","Female","Old","High","White",0.995266887453299,0.789104498655418
"1544","Moderate","Male","Middle-aged","High","White",0.95508094912702,0.76276124009808
"1545","Liberal","Female","Old","Moderate","White",0.996725484920011,0.812559335421189
"1546","Moderate","Female","Middle-aged","Moderate","White",0.98462678104166,0.804665014391256
"1547","Liberal","Female","Young","Moderate","White",0.969717611469439,0.785190656074382
"1548","Conservative","Female","Young","High","White",0.935096501144539,0.773834991041621
"1549","Liberal","Female","Young","Moderate","White",0.971218191141656,0.785858880440028
"1550","Conservative","Male","Old","High","White",0.981549131002338,0.762187764571955
"1551","Liberal","Female","Middle-aged","High","White",0.991999235206299,0.786775945237825
"1552","Liberal","Male","Old","High","White",0.991359380232274,0.765300123762722
"1553","Moderate","Male","Middle-aged","Moderate","White",0.86178391896257,0.75427049637702
"1554","Very liberal","Male","Middle-aged","High","White",0.966241948000696,0.759406843533716
"1555","Moderate","Female","Old","Moderate","White",0.996015018633109,0.820366702253188
"1556","Moderate","Female","Old","Moderate","White",0.991036463672952,0.803845819689366
"1557","Liberal","Male","Old","Moderate","Black",0.986259526719509,0.806183820481852
"1558","Moderate","Female","Middle-aged","Moderate","White",0.987767759754884,0.800066285980411
"1559","Very liberal","Female","Old","High","White",0.997681794760694,0.791306498596537
"1560","Liberal","Male","Middle-aged","High","White",0.950830242833676,0.740218842322432
"1561","Liberal","Female","Old","High","White",0.996599240721223,0.789878665750239
"1562","Liberal","Female","Old","High","White",0.996053965941184,0.803133449777831
"1563","Conservative","Male","Middle-aged","High","Hispanic",0.87379433553432,0.775970419271292
"1564","Liberal","Female","Old","High","White",0.996772192060204,0.7905361971298
"1565","Liberal","Female","Old","High","White",0.99641705567146,0.789219620644443
"1566","Moderate","Male","Old","High","White",0.977735652341675,0.755784767557241
"1567","Moderate","Male","Old","High","White",0.980910816895302,0.757974307119805
"1568","Moderate","Female","Middle-aged","High","White",0.981919606166456,0.787531846729067
"1569","Moderate","Male","Old","High","Hispanic",0.983203756190925,0.791993210799635
"1570","Liberal","Female","Old","High","Black",0.99600093495004,0.817236207350198
"1571","Moderate","Male","Old","High","White",0.982395456321059,0.767527933408059
"1572","Liberal","Female","Old","High","White",0.997321815066931,0.80041534627394
"1573","Liberal","Female","Old","High","White",0.998446802244545,0.799582768307563
"1574","Moderate","Male","Old","Moderate","Black",0.947562539073765,0.79272293571915
"1575","Moderate","Male","Old","High","White",0.974243973001814,0.770565539749423
"1576","Very liberal","Female","Young","High","White",0.985680726946497,0.767455376364481
"1577","Conservative","Male","Middle-aged","High","White",0.868425434778566,0.750214946730713
"1578","Conservative","Male","Old","High","White",0.982474020875157,0.762905938714276
"1579","Conservative","Male","Middle-aged","High","White",0.938031922062528,0.744505679448471
"1580","Liberal","Male","Old","High","Hispanic",0.986964445111582,0.799398721810447
"1581","Conservative","Female","Old","High","White",0.989259382692253,0.789854350060049
"1582","Conservative","Male","Middle-aged","High","White",0.938486511063966,0.76191727690662
"1583","Moderate","Male","Middle-aged","High","Asian",0.926586577474582,0.772231849444087
"1584","Moderate","Male","Middle-aged","High","White",0.881796553324869,0.748108955711134
"1585","Very conservative","Female","Middle-aged","High","White",0.949508807930815,0.772801528237075
"1586","Moderate","Male","Young","Low","White",0.726685154921878,0.767923845719687
"1587","Moderate","Male","Middle-aged","High","White",0.870435642722919,0.746611181139946
"1588","Moderate","Female","Old","High","White",0.992438585828739,0.783102601491455
"1589","Moderate","Female","Middle-aged","High","White",0.964902064583113,0.778776362911811
"1590","Moderate","Female","Old","High","White",0.993858848330569,0.785785246675867
"1591","Moderate","Male","Old","High","White",0.971481108621999,0.769160092249436
"1592","Very liberal","Female","Middle-aged","High","White",0.99424610242698,0.787556358873026
"1593","Conservative","Male","Old","High","White",0.982608633480236,0.779435075263545
"1594","Liberal","Male","Young","High","White",0.898837052001361,0.746742054469813
"1595","Very liberal","Male","Old","High","White",0.991126644514077,0.777741674955664
"1596","Moderate","Male","Old","High","Hispanic",0.974129685776021,0.79414896812831
